"","gutenberg_id","text"
"1814",12242,"'T WAS later when the summer went"
"1815",12242,"Than when the cricket came,"
"1816",12242,"And yet we knew that gentle clock"
"1817",12242,"Meant nought but going home."
"1818",12242,""
"1819",12242,"'T was sooner when the cricket went"
"1820",12242,"Than when the winter came,"
"1821",12242,"Yet that pathetic pendulum"
"1822",12242,"Keeps esoteric time."
"1823",12242,""
"1824",12242,""
"1825",12242,""
"1826",12242,""
"1827",12242,""
"1828",12242,"XXVII."
"1829",12242,""
"1830",12242,"INDIAN SUMMER."
"1831",12242,""
"1832",12242,"These are the days when birds come back,"
"1833",12242,"A very few, a bird or two,"
"1834",12242,"To take a backward look."
"1835",12242,""
"1836",12242,"These are the days when skies put on"
"1837",12242,"The old, old sophistries of June, --"
"1838",12242,"A blue and gold mistake."
"1839",12242,""
"1840",12242,"Oh, fraud that cannot cheat the bee,"
"1841",12242,"Almost thy plausibility"
"1842",12242,"Induces my belief,"
"1843",12242,""
"1844",12242,"Till ranks of seeds their witness bear,"
"1845",12242,"And softly through the altered air"
"1846",12242,"Hurries a timid leaf!"
"1847",12242,""
"1848",12242,"Oh, sacrament of summer days,"
"1849",12242,"Oh, last communion in the haze,"
"1850",12242,"Permit a child to join,"
"1851",12242,""
"1852",12242,"Thy sacred emblems to partake,"
"1853",12242,"Thy consecrated bread to break,"
"1854",12242,"Taste thine immortal wine!"
"1855",12242,""
"1856",12242,""
"1857",12242,""
"1858",12242,""
"1859",12242,""
"1860",12242,"XXVIII."
"1861",12242,""
"1862",12242,"AUTUMN."
"1863",12242,""
"1864",12242,"The morns are meeker than they were,"
"1865",12242,"The nuts are getting brown;"
"1866",12242,"The berry's cheek is plumper,"
"1867",12242,"The rose is out of town."
"1868",12242,""
"1869",12242,"The maple wears a gayer scarf,"
"1870",12242,"The field a scarlet gown."
"1871",12242,"Lest I should be old-fashioned,"
"1872",12242,"I'll put a trinket on."
"1873",12242,""
"1874",12242,""
"1875",12242,""
"1876",12242,""
"1877",12242,""
"1878",12242,"XXIX."
"1879",12242,""
"1880",12242,"BECLOUDED."
"1881",12242,""
"1882",12242,"The sky is low, the clouds are mean,"
"1883",12242,"A travelling flake of snow"
"1884",12242,"Across a barn or through a rut"
"1885",12242,"Debates if it will go."
"1886",12242,""
"1887",12242,"A narrow wind complains all day"
"1888",12242,"How some one treated him;"
"1889",12242,"Nature, like us, is sometimes caught"
"1890",12242,"Without her diadem."
"1891",12242,""
"1892",12242,""
"1893",12242,""
"1894",12242,""
"1895",12242,""
"1896",12242,"XXX."
"1897",12242,""
"1898",12242,"THE HEMLOCK."
"1899",12242,""
"1900",12242,"I think the hemlock likes to stand"
"1901",12242,"Upon a marge of snow;"
"1902",12242,"It suits his own austerity,"
"1903",12242,"And satisfies an awe"
"1904",12242,""
"1905",12242,"That men must slake in wilderness,"
"1906",12242,"Or in the desert cloy, --"
"1907",12242,"An instinct for the hoar, the bald,"
"1908",12242,"Lapland's necessity."
"1909",12242,""
"1910",12242,"The hemlock's nature thrives on cold;"
"1911",12242,"The gnash of northern winds"
"1912",12242,"Is sweetest nutriment to him,"
"1913",12242,"His best Norwegian wines."
"1914",12242,""
"1915",12242,"To satin races he is nought;"
"1916",12242,"But children on the Don"
"1917",12242,"Beneath his tabernacles play,"
"1918",12242,"And Dnieper wrestlers run."
"1919",12242,""
"1920",12242,""
"1921",12242,""
"1922",12242,""
"1923",12242,""
"1924",12242,"XXXI."
"1925",12242,""
"1926",12242,"There's a certain slant of light,"
"1927",12242,"On winter afternoons,"
"1928",12242,"That oppresses, like the weight"
"1929",12242,"Of cathedral tunes."
"1930",12242,""
"1931",12242,"Heavenly hurt it gives us;"
"1932",12242,"We can find no scar,"
"1933",12242,"But internal difference"
"1934",12242,"Where the meanings are."
"1935",12242,""
"1936",12242,"None may teach it anything,"
"1937",12242,"'T is the seal, despair, --"
"1938",12242,"An imperial affliction"
"1939",12242,"Sent us of the air."
"1940",12242,""
"1941",12242,"When it comes, the landscape listens,"
"1942",12242,"Shadows hold their breath;"
"1943",12242,"When it goes, 't is like the distance"
"1944",12242,"On the look of death."
"1945",12242,""
"1946",12242,""
"1947",12242,""
"1948",12242,""
"1949",12242,""
"1950",12242,""
"1951",12242,"IV. TIME AND ETERNITY."
"1952",12242,""
"1953",12242,"I."
"1954",12242,""
"1955",12242,"One dignity delays for all,"
"1956",12242,"One mitred afternoon."
"1957",12242,"None can avoid this purple,"
"1958",12242,"None evade this crown."
"1959",12242,""
"1960",12242,"Coach it insures, and footmen,"
"1961",12242,"Chamber and state and throng;"
"1962",12242,"Bells, also, in the village,"
"1963",12242,"As we ride grand along."
"1964",12242,""
"1965",12242,"What dignified attendants,"
"1966",12242,"What service when we pause!"
"1967",12242,"How loyally at parting"
"1968",12242,"Their hundred hats they raise!"
"1969",12242,""
"1970",12242,"How pomp surpassing ermine,"
"1971",12242,"When simple you and I"
"1972",12242,"Present our meek escutcheon,"
"1973",12242,"And claim the rank to die!"
"1974",12242,""
"1975",12242,""
"1976",12242,""
"1977",12242,""
"1978",12242,""
"1979",12242,"II."
"1980",12242,""
"1981",12242,"TOO LATE."
"1982",12242,""
"1983",12242,"Delayed till she had ceased to know,"
"1984",12242,"Delayed till in its vest of snow"
"1985",12242,"   Her loving bosom lay."
"1986",12242,"An hour behind the fleeting breath,"
"1987",12242,"Later by just an hour than death, --"
"1988",12242,"   Oh, lagging yesterday!"
"1989",12242,""
"1990",12242,"Could she have guessed that it would be;"
"1991",12242,"Could but a crier of the glee"
"1992",12242,"   Have climbed the distant hill;"
"1993",12242,"Had not the bliss so slow a pace, --"
"1994",12242,"Who knows but this surrendered face"
"1995",12242,"   Were undefeated still?"
"1996",12242,""
"1997",12242,"Oh, if there may departing be"
"1998",12242,"Any forgot by victory"
"1999",12242,"   In her imperial round,"
"2000",12242,"Show them this meek apparelled thing,"
"2001",12242,"That could not stop to be a king,"
"2002",12242,"   Doubtful if it be crowned!"
"2003",12242,""
"2004",12242,""
"2005",12242,""
"2006",12242,""
"2007",12242,""
"2008",12242,"III."
"2009",12242,""
"2010",12242,"ASTRA CASTRA."
"2011",12242,""
"2012",12242,"Departed to the judgment,"
"2013",12242,"A mighty afternoon;"
"2014",12242,"Great clouds like ushers leaning,"
"2015",12242,"Creation looking on."
"2016",12242,""
"2017",12242,"The flesh surrendered, cancelled,"
"2018",12242,"The bodiless begun;"
"2019",12242,"Two worlds, like audiences, disperse"
"2020",12242,"And leave the soul alone."
"2021",12242,""
"2022",12242,""
"2023",12242,""
"2024",12242,""
"2025",12242,""
"2026",12242,"IV."
"2027",12242,""
"2028",12242,"Safe in their alabaster chambers,"
"2029",12242,"Untouched by morning and untouched by noon,"
"2030",12242,"Sleep the meek members of the resurrection,"
"2031",12242,"Rafter of satin, and roof of stone."
"2032",12242,""
"2033",12242,"Light laughs the breeze in her castle of sunshine;"
"2034",12242,"Babbles the bee in a stolid ear;"
"2035",12242,"Pipe the sweet birds in ignorant cadence, --"
"2036",12242,"Ah, what sagacity perished here!"
"2037",12242,""
"2038",12242,"Grand go the years in the crescent above them;"
"2039",12242,"Worlds scoop their arcs, and firmaments row,"
"2040",12242,"Diadems drop and Doges surrender,"
"2041",12242,"Soundless as dots on a disk of snow."
"2042",12242,""
"2043",12242,""
"2044",12242,""
"2045",12242,""
"2046",12242,""
"2047",12242,"V."
"2048",12242,""
"2049",12242,"On this long storm the rainbow rose,"
"2050",12242,"On this late morn the sun;"
"2051",12242,"The clouds, like listless elephants,"
"2052",12242,"Horizons straggled down."
"2053",12242,""
"2054",12242,"The birds rose smiling in their nests,"
"2055",12242,"The gales indeed were done;"
"2056",12242,"Alas! how heedless were the eyes"
"2057",12242,"On whom the summer shone!"
"2058",12242,""
"2059",12242,"The quiet nonchalance of death"
"2060",12242,"No daybreak can bestir;"
"2061",12242,"The slow archangel's syllables"
"2062",12242,"Must awaken her."
"2063",12242,""
"2064",12242,""
"2065",12242,""
"2066",12242,""
"2067",12242,""
"2068",12242,"VI."
"2069",12242,""
"2070",12242,"FROM THE CHRYSALIS."
"2071",12242,""
"2072",12242,"My cocoon tightens, colors tease,"
"2073",12242,"I'm feeling for the air;"
"2074",12242,"A dim capacity for wings"
"2075",12242,"Degrades the dress I wear."
"2076",12242,""
"2077",12242,"A power of butterfly must be"
"2078",12242,"The aptitude to fly,"
"2079",12242,"Meadows of majesty concedes"
"2080",12242,"And easy sweeps of sky."
"2081",12242,""
"2082",12242,"So I must baffle at the hint"
"2083",12242,"And cipher at the sign,"
"2084",12242,"And make much blunder, if at last"
"2085",12242,"I take the clew divine."
"2086",12242,""
"2087",12242,""
"2088",12242,""
"2089",12242,""
"2090",12242,""
"2091",12242,"VII."
"2092",12242,""
"2093",12242,"SETTING SAIL."
"2094",12242,""
"2095",12242,"Exultation is the going"
"2096",12242,"Of an inland soul to sea, --"
"2097",12242,"Past the houses, past the headlands,"
"2098",12242,"Into deep eternity!"
"2099",12242,""
"2100",12242,"Bred as we, among the mountains,"
"2101",12242,"Can the sailor understand"
"2102",12242,"The divine intoxication"
"2103",12242,"Of the first league out from land?"
"2104",12242,""
"2105",12242,""
"2106",12242,""
"2107",12242,""
"2108",12242,""
"2109",12242,"VIII."
"2110",12242,""
"2111",12242,"Look back on time with kindly eyes,"
"2112",12242,"He doubtless did his best;"
"2113",12242,"How softly sinks his trembling sun"
"2114",12242,"In human nature's west!"
"2115",12242,""
"2116",12242,""
"2117",12242,""
"2118",12242,""
"2119",12242,""
"2120",12242,"IX."
"2121",12242,""
"2122",12242,"A train went through a burial gate,"
"2123",12242,"A bird broke forth and sang,"
"2124",12242,"And trilled, and quivered, and shook his throat"
"2125",12242,"Till all the churchyard rang;"
"2126",12242,""
"2127",12242,"And then adjusted his little notes,"
"2128",12242,"And bowed and sang again."
"2129",12242,"Doubtless, he thought it meet of him"
"2130",12242,"To say good-by to men."
"2131",12242,""
"2132",12242,""
"2133",12242,""
"2134",12242,""
"2135",12242,""
"2136",12242,"X."
"2137",12242,""
"2138",12242,"I died for beauty, but was scarce"
"2139",12242,"Adjusted in the tomb,"
"2140",12242,"When one who died for truth was lain"
"2141",12242,"In an adjoining room."
"2142",12242,""
"2143",12242,"He questioned softly why I failed?"
"2144",12242,"""For beauty,"" I replied."
"2145",12242,"""And I for truth, -- the two are one;"
"2146",12242,"We brethren are,"" he said."
"2147",12242,""
"2148",12242,"And so, as kinsmen met a night,"
"2149",12242,"We talked between the rooms,"
"2150",12242,"Until the moss had reached our lips,"
"2151",12242,"And covered up our names."
"2152",12242,""
"2153",12242,""
"2154",12242,""
"2155",12242,""
"2156",12242,""
"2157",12242,"XI."
"2158",12242,""
"2159",12242,"""TROUBLED ABOUT MANY THINGS."""
"2160",12242,""
"2161",12242,"How many times these low feet staggered,"
"2162",12242,"Only the soldered mouth can tell;"
"2163",12242,"Try! can you stir the awful rivet?"
"2164",12242,"Try! can you lift the hasps of steel?"
"2165",12242,""
"2166",12242,"Stroke the cool forehead, hot so often,"
"2167",12242,"Lift, if you can, the listless hair;"
"2168",12242,"Handle the adamantine fingers"
"2169",12242,"Never a thimble more shall wear."
"2170",12242,""
"2171",12242,"Buzz the dull flies on the chamber window;"
"2172",12242,"Brave shines the sun through the freckled pane;"
"2173",12242,"Fearless the cobweb swings from the ceiling --"
"2174",12242,"Indolent housewife, in daisies lain!"
"2175",12242,""
"2176",12242,""
"2177",12242,""
"2178",12242,""
"2179",12242,""
"2180",12242,"XII."
"2181",12242,""
"2182",12242,"REAL."
"2183",12242,""
"2184",12242,"I like a look of agony,"
"2185",12242,"Because I know it 's true;"
"2186",12242,"Men do not sham convulsion,"
"2187",12242,"Nor simulate a throe."
"2188",12242,""
"2189",12242,"The eyes glaze once, and that is death."
"2190",12242,"Impossible to feign"
"2191",12242,"The beads upon the forehead"
"2192",12242,"By homely anguish strung."
"2193",12242,""
"2194",12242,""
"2195",12242,""
"2196",12242,""
"2197",12242,""
"2198",12242,"XIII."
"2199",12242,""
"2200",12242,"THE FUNERAL."
"2201",12242,""
"2202",12242,"That short, potential stir"
"2203",12242,"That each can make but once,"
"2204",12242,"That bustle so illustrious"
"2205",12242,"'T is almost consequence,"
"2206",12242,""
"2207",12242,"Is the eclat of death."
"2208",12242,"Oh, thou unknown renown"
"2209",12242,"That not a beggar would accept,"
"2210",12242,"Had he the power to spurn!"
"2211",12242,""
"2212",12242,""
"2213",12242,""
"2214",12242,""
"2215",12242,""
"2216",12242,"XIV."
"2217",12242,""
"2218",12242,"I went to thank her,"
"2219",12242,"But she slept;"
"2220",12242,"Her bed a funnelled stone,"
"2221",12242,"With nosegays at the head and foot,"
"2222",12242,"That travellers had thrown,"
"2223",12242,""
"2224",12242,"Who went to thank her;"
"2225",12242,"But she slept."
"2226",12242,"'T was short to cross the sea"
"2227",12242,"To look upon her like, alive,"
"2228",12242,"But turning back 't was slow."
"2229",12242,""
"2230",12242,""
"2231",12242,""
"2232",12242,""
"2233",12242,""
"2234",12242,"XV."
"2235",12242,""
"2236",12242,"I've seen a dying eye"
"2237",12242,"Run round and round a room"
"2238",12242,"In search of something, as it seemed,"
"2239",12242,"Then cloudier become;"
"2240",12242,"And then, obscure with fog,"
"2241",12242,"And then be soldered down,"
"2242",12242,"Without disclosing what it be,"
"2243",12242,"'T were blessed to have seen."
"2244",12242,""
"2245",12242,""
"2246",12242,""
"2247",12242,""
"2248",12242,""
"2249",12242,"XVI."
"2250",12242,""
"2251",12242,"REFUGE."
"2252",12242,""
"2253",12242,"The clouds their backs together laid,"
"2254",12242,"The north begun to push,"
"2255",12242,"The forests galloped till they fell,"
"2256",12242,"The lightning skipped like mice;"
"2257",12242,"The thunder crumbled like a stuff --"
"2258",12242,"How good to be safe in tombs,"
"2259",12242,"Where nature's temper cannot reach,"
"2260",12242,"Nor vengeance ever comes!"
"2261",12242,""
"2262",12242,""
"2263",12242,""
"2264",12242,""
"2265",12242,""
"2266",12242,"XVII."
"2267",12242,""
"2268",12242,"I never saw a moor,"
"2269",12242,"I never saw the sea;"
"2270",12242,"Yet know I how the heather looks,"
"2271",12242,"And what a wave must be."
"2272",12242,""
"2273",12242,"I never spoke with God,"
"2274",12242,"Nor visited in heaven;"
"2275",12242,"Yet certain am I of the spot"
"2276",12242,"As if the chart were given."
"2277",12242,""
"2278",12242,""
"2279",12242,""
"2280",12242,""
"2281",12242,""
"2282",12242,"XVIII."
"2283",12242,""
"2284",12242,"PLAYMATES."
"2285",12242,""
"2286",12242,"God permits industrious angels"
"2287",12242,"Afternoons to play."
"2288",12242,"I met one, -- forgot my school-mates,"
"2289",12242,"All, for him, straightway."
"2290",12242,""
"2291",12242,"God calls home the angels promptly"
"2292",12242,"At the setting sun;"
"2293",12242,"I missed mine. How dreary marbles,"
"2294",12242,"After playing Crown!"
"2295",12242,""
"2296",12242,""
"2297",12242,""
"2298",12242,""
"2299",12242,""
"2300",12242,"XIX."
"2301",12242,""
"2302",12242,"To know just how he suffered would be dear;"
"2303",12242,"To know if any human eyes were near"
"2304",12242,"To whom he could intrust his wavering gaze,"
"2305",12242,"Until it settled firm on Paradise."
"2306",12242,""
"2307",12242,"To know if he was patient, part content,"
"2308",12242,"Was dying as he thought, or different;"
"2309",12242,"Was it a pleasant day to die,"
"2310",12242,"And did the sunshine face his way?"
"2311",12242,""
"2312",12242,"What was his furthest mind, of home, or God,"
"2313",12242,"Or what the distant say"
"2314",12242,"At news that he ceased human nature"
"2315",12242,"On such a day?"
"2316",12242,""
"2317",12242,"And wishes, had he any?"
"2318",12242,"Just his sigh, accented,"
"2319",12242,"Had been legible to me."
"2320",12242,"And was he confident until"
"2321",12242,"Ill fluttered out in everlasting well?"
"2322",12242,""
"2323",12242,"And if he spoke, what name was best,"
"2324",12242,"What first,"
"2325",12242,"What one broke off with"
"2326",12242,"At the drowsiest?"
"2327",12242,""
"2328",12242,"Was he afraid, or tranquil?"
"2329",12242,"Might he know"
"2330",12242,"How conscious consciousness could grow,"
"2331",12242,"Till love that was, and love too blest to be,"
"2332",12242,"Meet -- and the junction be Eternity?"
"2333",12242,""
"2334",12242,""
"2335",12242,""
"2336",12242,""
"2337",12242,""
"2338",12242,"XX."
"2339",12242,""
"2340",12242,"The last night that she lived,"
"2341",12242,"It was a common night,"
"2342",12242,"Except the dying; this to us"
"2343",12242,"Made nature different."
"2344",12242,""
"2345",12242,"We noticed smallest things, --"
"2346",12242,"Things overlooked before,"
"2347",12242,"By this great light upon our minds"
"2348",12242,"Italicized, as 't were."
"2349",12242,""
"2350",12242,"That others could exist"
"2351",12242,"While she must finish quite,"
"2352",12242,"A jealousy for her arose"
"2353",12242,"So nearly infinite."
"2354",12242,""
"2355",12242,"We waited while she passed;"
"2356",12242,"It was a narrow time,"
"2357",12242,"Too jostled were our souls to speak,"
"2358",12242,"At length the notice came."
"2359",12242,""
"2360",12242,"She mentioned, and forgot;"
"2361",12242,"Then lightly as a reed"
"2362",12242,"Bent to the water, shivered scarce,"
"2363",12242,"Consented, and was dead."
"2364",12242,""
"2365",12242,"And we, we placed the hair,"
"2366",12242,"And drew the head erect;"
"2367",12242,"And then an awful leisure was,"
"2368",12242,"Our faith to regulate."
"2369",12242,""
"2370",12242,""
"2371",12242,""
"2372",12242,""
"2373",12242,""
"2374",12242,"XXI."
"2375",12242,""
"2376",12242,"THE FIRST LESSON."
"2377",12242,""
"2378",12242,"Not in this world to see his face"
"2379",12242,"Sounds long, until I read the place"
"2380",12242,"Where this is said to be"
"2381",12242,"But just the primer to a life"
"2382",12242,"Unopened, rare, upon the shelf,"
"2383",12242,"Clasped yet to him and me."
"2384",12242,""
"2385",12242,"And yet, my primer suits me so"
"2386",12242,"I would not choose a book to know"
"2387",12242,"Than that, be sweeter wise;"
"2388",12242,"Might some one else so learned be,"
"2389",12242,"And leave me just my A B C,"
"2390",12242,"Himself could have the skies."
"2391",12242,""
"2392",12242,""
"2393",12242,""
"2394",12242,""
"2395",12242,""
"2396",12242,"XXII."
"2397",12242,""
"2398",12242,"The bustle in a house"
"2399",12242,"The morning after death"
"2400",12242,"Is solemnest of industries"
"2401",12242,"Enacted upon earth, --"
"2402",12242,""
"2403",12242,"The sweeping up the heart,"
"2404",12242,"And putting love away"
"2405",12242,"We shall not want to use again"
"2406",12242,"Until eternity."
"2407",12242,""
"2408",12242,""
"2409",12242,""
"2410",12242,""
"2411",12242,""
"2412",12242,"XXIII."
"2413",12242,""
"2414",12242,"I reason, earth is short,"
"2415",12242,"And anguish absolute,"
"2416",12242,"And many hurt;"
"2417",12242,"But what of that?"
"2418",12242,""
"2419",12242,"I reason, we could die:"
"2420",12242,"The best vitality"
"2421",12242,"Cannot excel decay;"
"2422",12242,"But what of that?"
"2423",12242,""
"2424",12242,"I reason that in heaven"
"2425",12242,"Somehow, it will be even,"
"2426",12242,"Some new equation given;"
"2427",12242,"But what of that?"
"2428",12242,""
"2429",12242,""
"2430",12242,""
"2431",12242,""
"2432",12242,""
"2433",12242,"XXIV."
"2434",12242,""
"2435",12242,"Afraid? Of whom am I afraid?"
"2436",12242,"Not death; for who is he?"
"2437",12242,"The porter of my father's lodge"
"2438",12242,"As much abasheth me."
"2439",12242,""
"2440",12242,"Of life? 'T were odd I fear a thing"
"2441",12242,"That comprehendeth me"
"2442",12242,"In one or more existences"
"2443",12242,"At Deity's decree."
"2444",12242,""
"2445",12242,"Of resurrection? Is the east"
"2446",12242,"Afraid to trust the morn"
"2447",12242,"With her fastidious forehead?"
"2448",12242,"As soon impeach my crown!"
"2449",12242,""
"2450",12242,""
"2451",12242,""
"2452",12242,""
"2453",12242,""
"2454",12242,"XXV."
"2455",12242,""
"2456",12242,"DYING."
"2457",12242,""
"2458",12242,"The sun kept setting, setting still;"
"2459",12242,"No hue of afternoon"
"2460",12242,"Upon the village I perceived, --"
"2461",12242,"From house to house 't was noon."
"2462",12242,""
"2463",12242,"The dusk kept dropping, dropping still;"
"2464",12242,"No dew upon the grass,"
"2465",12242,"But only on my forehead stopped,"
"2466",12242,"And wandered in my face."
"2467",12242,""
"2468",12242,"My feet kept drowsing, drowsing still,"
"2469",12242,"My fingers were awake;"
"2470",12242,"Yet why so little sound myself"
"2471",12242,"Unto my seeming make?"
"2472",12242,""
"2473",12242,"How well I knew the light before!"
"2474",12242,"I could not see it now."
"2475",12242,"'T is dying, I am doing; but"
"2476",12242,"I'm not afraid to know."
"2477",12242,""
"2478",12242,""
"2479",12242,""
"2480",12242,""
"2481",12242,""
"2482",12242,"XXVI."
"2483",12242,""
"2484",12242,"Two swimmers wrestled on the spar"
"2485",12242,"Until the morning sun,"
"2486",12242,"When one turned smiling to the land."
"2487",12242,"O God, the other one!"
"2488",12242,""
"2489",12242,"The stray ships passing spied a face"
"2490",12242,"Upon the waters borne,"
"2491",12242,"With eyes in death still begging raised,"
"2492",12242,"And hands beseeching thrown."
"2493",12242,""
"2494",12242,""
"2495",12242,""
"2496",12242,""
"2497",12242,""
"2498",12242,"XXVII."
"2499",12242,""
"2500",12242,"THE CHARIOT."
"2501",12242,""
"2502",12242,"Because I could not stop for Death,"
"2503",12242,"He kindly stopped for me;"
"2504",12242,"The carriage held but just ourselves"
"2505",12242,"And Immortality."
"2506",12242,""
"2507",12242,"We slowly drove, he knew no haste,"
"2508",12242,"And I had put away"
"2509",12242,"My labor, and my leisure too,"
"2510",12242,"For his civility."
"2511",12242,""
"2512",12242,"We passed the school where children played,"
"2513",12242,"Their lessons scarcely done;"
"2514",12242,"We passed the fields of gazing grain,"
"2515",12242,"We passed the setting sun."
"2516",12242,""
"2517",12242,"We paused before a house that seemed"
"2518",12242,"A swelling of the ground;"
"2519",12242,"The roof was scarcely visible,"
"2520",12242,"The cornice but a mound."
"2521",12242,""
"2522",12242,"Since then 't is centuries; but each"
"2523",12242,"Feels shorter than the day"
"2524",12242,"I first surmised the horses' heads"
"2525",12242,"Were toward eternity."
"2526",12242,""
"2527",12242,""
"2528",12242,""
"2529",12242,""
"2530",12242,""
"2531",12242,"XXVIII."
"2532",12242,""
"2533",12242,"She went as quiet as the dew"
"2534",12242,"From a familiar flower."
"2535",12242,"Not like the dew did she return"
"2536",12242,"At the accustomed hour!"
"2537",12242,""
"2538",12242,"She dropt as softly as a star"
"2539",12242,"From out my summer's eve;"
"2540",12242,"Less skilful than Leverrier"
"2541",12242,"It's sorer to believe!"
"2542",12242,""
"2543",12242,""
"2544",12242,""
"2545",12242,""
"2546",12242,""
"2547",12242,"XXIX."
"2548",12242,""
"2549",12242,"RESURGAM."
"2550",12242,""
"2551",12242,"At last to be identified!"
"2552",12242,"At last, the lamps upon thy side,"
"2553",12242,"The rest of life to see!"
"2554",12242,"Past midnight, past the morning star!"
"2555",12242,"Past sunrise! Ah! what leagues there are"
"2556",12242,"Between our feet and day!"
"2557",12242,""
"2558",12242,""
"2559",12242,""
"2560",12242,""
"2561",12242,""
"2562",12242,"XXX."
"2563",12242,""
"2564",12242,"Except to heaven, she is nought;"
"2565",12242,"Except for angels, lone;"
"2566",12242,"Except to some wide-wandering bee,"
"2567",12242,"A flower superfluous blown;"
"2568",12242,""
"2569",12242,"Except for winds, provincial;"
"2570",12242,"Except by butterflies,"
"2571",12242,"Unnoticed as a single dew"
"2572",12242,"That on the acre lies."
"2573",12242,""
"2574",12242,"The smallest housewife in the grass,"
"2575",12242,"Yet take her from the lawn,"
"2576",12242,"And somebody has lost the face"
"2577",12242,"That made existence home!"
"2578",12242,""
"2579",12242,""
"2580",12242,""
"2581",12242,""
"2582",12242,""
"2583",12242,"XXXI."
"2584",12242,""
"2585",12242,"Death is a dialogue between"
"2586",12242,"The spirit and the dust."
"2587",12242,"""Dissolve,"" says Death. The Spirit, ""Sir,"
"2588",12242,"I have another trust."""
"2589",12242,""
"2590",12242,"Death doubts it, argues from the ground."
"2591",12242,"The Spirit turns away,"
"2592",12242,"Just laying off, for evidence,"
"2593",12242,"An overcoat of clay."
"2594",12242,""
"2595",12242,""
"2596",12242,""
"2597",12242,""
"2598",12242,""
"2599",12242,"XXXII."
"2600",12242,""
"2601",12242,"It was too late for man,"
"2602",12242,"But early yet for God;"
"2603",12242,"Creation impotent to help,"
"2604",12242,"But prayer remained our side."
"2605",12242,""
"2606",12242,"How excellent the heaven,"
"2607",12242,"When earth cannot be had;"
"2608",12242,"How hospitable, then, the face"
"2609",12242,"Of our old neighbor, God!"
"2610",12242,""
"2611",12242,""
"2612",12242,""
"2613",12242,""
"2614",12242,""
"2615",12242,"XXXIII."
"2616",12242,""
"2617",12242,"ALONG THE POTOMAC."
"2618",12242,""
"2619",12242,"When I was small, a woman died."
"2620",12242,"To-day her only boy"
"2621",12242,"Went up from the Potomac,"
"2622",12242,"His face all victory,"
"2623",12242,""
"2624",12242,"To look at her; how slowly"
"2625",12242,"The seasons must have turned"
"2626",12242,"Till bullets clipt an angle,"
"2627",12242,"And he passed quickly round!"
"2628",12242,""
"2629",12242,"If pride shall be in Paradise"
"2630",12242,"I never can decide;"
"2631",12242,"Of their imperial conduct,"
"2632",12242,"No person testified."
"2633",12242,""
"2634",12242,"But proud in apparition,"
"2635",12242,"That woman and her boy"
"2636",12242,"Pass back and forth before my brain,"
"2637",12242,"As ever in the sky."
"2638",12242,""
"2639",12242,""
"2640",12242,""
"2641",12242,""
"2642",12242,""
"2643",12242,"XXXIV."
"2644",12242,""
"2645",12242,"The daisy follows soft the sun,"
"2646",12242,"And when his golden walk is done,"
"2647",12242,"   Sits shyly at his feet."
"2648",12242,"He, waking, finds the flower near."
"2649",12242,"""Wherefore, marauder, art thou here?"""
"2650",12242,"   ""Because, sir, love is sweet!"""
"2651",12242,""
"2652",12242,"We are the flower, Thou the sun!"
"2653",12242,"Forgive us, if as days decline,"
"2654",12242,"   We nearer steal to Thee, --"
"2655",12242,"Enamoured of the parting west,"
"2656",12242,"The peace, the flight, the amethyst,"
"2657",12242,"   Night's possibility!"
"2658",12242,""
"2659",12242,""
"2660",12242,""
"2661",12242,""
"2662",12242,""
"2663",12242,"XXXV."
"2664",12242,""
"2665",12242,"EMANCIPATION."
"2666",12242,""
"2667",12242,"No rack can torture me,"
"2668",12242,"My soul's at liberty"
"2669",12242,"Behind this mortal bone"
"2670",12242,"There knits a bolder one"
"2671",12242,""
"2672",12242,"You cannot prick with saw,"
"2673",12242,"Nor rend with scymitar."
"2674",12242,"Two bodies therefore be;"
"2675",12242,"Bind one, and one will flee."
"2676",12242,""
"2677",12242,"The eagle of his nest"
"2678",12242,"No easier divest"
"2679",12242,"And gain the sky,"
"2680",12242,"Than mayest thou,"
"2681",12242,""
"2682",12242,"Except thyself may be"
"2683",12242,"Thine enemy;"
"2684",12242,"Captivity is consciousness,"
"2685",12242,"So's liberty."
"2686",12242,""
"2687",12242,""
"2688",12242,""
"2689",12242,""
"2690",12242,""
"2691",12242,"XXXVI."
"2692",12242,""
"2693",12242,"LOST."
"2694",12242,""
"2695",12242,"I lost a world the other day."
"2696",12242,"Has anybody found?"
"2697",12242,"You'll know it by the row of stars"
"2698",12242,"Around its forehead bound."
"2699",12242,""
"2700",12242,"A rich man might not notice it;"
"2701",12242,"Yet to my frugal eye"
"2702",12242,"Of more esteem than ducats."
"2703",12242,"Oh, find it, sir, for me!"
"2704",12242,""
"2705",12242,""
"2706",12242,""
"2707",12242,""
"2708",12242,""
"2709",12242,"XXXVII."
"2710",12242,""
"2711",12242,"If I shouldn't be alive"
"2712",12242,"When the robins come,"
"2713",12242,"Give the one in red cravat"
"2714",12242,"A memorial crumb."
"2715",12242,""
"2716",12242,"If I couldn't thank you,"
"2717",12242,"Being just asleep,"
"2718",12242,"You will know I'm trying"
"2719",12242,"With my granite lip!"
"2720",12242,""
"2721",12242,""
"2722",12242,""
"2723",12242,""
"2724",12242,""
"2725",12242,"XXXVIII."
"2726",12242,""
