short_title,word1,word2,n
Taming of the Shrew,grumio,fetch,1
Taming of the Shrew,grumio,knock,1
Taming of the Shrew,grumio,mum,1
Taming of the Shrew,grumio,rise,1
Taming of the Shrew,grumio's,pledge,1
Taming of the Shrew,habit,shame,1
Taming of the Shrew,half,bianca,1
Taming of the Shrew,half,checked,1
Taming of the Shrew,half,lunatic,1
Taming of the Shrew,half,yard,1
Taming of the Shrew,hand,alighted,1
Taming of the Shrew,hand,kate,1
Taming of the Shrew,hand,oppos'd,1
Taming of the Shrew,haply,institute,1
Taming of the Shrew,happily,arriv'd,1
Taming of the Shrew,happy,gale,1
Taming of the Shrew,happy,rivals,1
Taming of the Shrew,hark,hark,1
Taming of the Shrew,hark,petruchio,1
Taming of the Shrew,hark,tranio,1
Taming of the Shrew,harsh,hearing,1
Taming of the Shrew,hasty,witted,1
Taming of the Shrew,hasty,words,1
Taming of the Shrew,hazel,nuts,1
Taming of the Shrew,hazel,twig,1
Taming of the Shrew,head,stall,1
Taming of the Shrew,headed,flap,1
Taming of the Shrew,headstrong,humour,1
Taming of the Shrew,headstrong,women,1
Taming of the Shrew,health,quoth,1
Taming of the Shrew,hear,ho,1
Taming of the Shrew,hear,minerva,1
Taming of the Shrew,heard,lions,1
Taming of the Shrew,heart,concealing,1
Taming of the Shrew,heaven's,artillery,1
Taming of the Shrew,heavenly,harmony,1
Taming of the Shrew,heavens,spake,1
Taming of the Shrew,heavy,chance,1
Taming of the Shrew,heed,signior,1
Taming of the Shrew,heedless,joltheads,1
Taming of the Shrew,helping,baptista's,1
Taming of the Shrew,herald,kate,1
Taming of the Shrew,ho,boy,1
Taming of the Shrew,ho,curtis,1
Taming of the Shrew,ho,entreat,1
Taming of the Shrew,ho,petruchio,1
Taming of the Shrew,holla,ho,1
Taming of the Shrew,home,grumio,1
Taming of the Shrew,home,secure,1
Taming of the Shrew,honest,company,1
Taming of the Shrew,honest,son,1
Taming of the Shrew,honey,love,1
Taming of the Shrew,honorato,signor,1
Taming of the Shrew,honour,peereth,1
Taming of the Shrew,hopes,conceiv'd,1
Taming of the Shrew,horse,drudge,1
Taming of the Shrew,horse,fell,1
Taming of the Shrew,horse,hipped,1
Taming of the Shrew,horse,stumbled,1
Taming of the Shrew,horse,tail,1
Taming of the Shrew,horses,ran,1
Taming of the Shrew,hortensio,fears,1
Taming of the Shrew,hortensio,hark,1
Taming of the Shrew,hortensio,peace,1
Taming of the Shrew,hortensio,twixt,1
Taming of the Shrew,hortensio's,passion,1
Taming of the Shrew,hortensio's,wife,1
Taming of the Shrew,hot,office,1
Taming of the Shrew,house,lucentio,1
Taming of the Shrew,house,trimmed,1
Taming of the Shrew,household,kates,1
Taming of the Shrew,household,stuff,1
Taming of the Shrew,humour,lasts,1
Taming of the Shrew,humour,pricks,1
Taming of the Shrew,hundred,crowns,1
Taming of the Shrew,hundred,marks,1
Taming of the Shrew,hundred,milch,1
Taming of the Shrew,hundred,pound,1
Taming of the Shrew,hundred,pounds,1
Taming of the Shrew,husband's,foot,1
Taming of the Shrew,husband's,sorrow,1
Taming of the Shrew,husht,master,1
Taming of the Shrew,il,cuore,1
Taming of the Shrew,ill,favour'd,1
Taming of the Shrew,imagine,twere,1
Taming of the Shrew,immortal,gods,1
Taming of the Shrew,impatient,devilish,1
Taming of the Shrew,impatient,humour,1
Taming of the Shrew,imprimendum,solum,1
Taming of the Shrew,inch,fool,1
Taming of the Shrew,incomparable,wealth,1
Taming of the Shrew,ingenious,studies,1
Taming of the Shrew,instruct,bianca,1
Taming of the Shrew,instrument,play,1
Taming of the Shrew,intolerable,curst,1
Taming of the Shrew,inventions,meet,1
Taming of the Shrew,irksome,brawling,1
Taming of the Shrew,italian,fox,1
Taming of the Shrew,ivory,coffers,1
Taming of the Shrew,jack,boy,1
Taming of the Shrew,jacks,fair,1
Taming of the Shrew,jarring,notes,1
Taming of the Shrew,jogging,whiles,1
Taming of the Shrew,joint,stool,1
Taming of the Shrew,jolly,surly,1
Taming of the Shrew,joseph,nicholas,1
Taming of the Shrew,joy,petruchio,1
Taming of the Shrew,kate,content,1
Taming of the Shrew,kate,eat,1
Taming of the Shrew,kate,embrace,1
Taming of the Shrew,kate,hall,1
Taming of the Shrew,kate,sit,1
Taming of the Shrew,kate,untie,1
Taming of the Shrew,katherina,advance,1
Taming of the Shrew,katherina,fair,1
Taming of the Shrew,katherina,minola,1
Taming of the Shrew,katherine,welcome'd,1
Taming of the Shrew,keep'st,command,1
Taming of the Shrew,keeper's,call,1
Taming of the Shrew,kennel,home,1
Taming of the Shrew,kersey,boot,1
Taming of the Shrew,kindest,kate,1
Taming of the Shrew,kindly,beholding,1
Taming of the Shrew,kindness,merits,1
Taming of the Shrew,kindness,son,1
Taming of the Shrew,knave's,pate,1
Taming of the Shrew,knock,louder,1
Taming of the Shrew,knock,sir,1
Taming of the Shrew,knowest,winter,1
Taming of the Shrew,la,mi,1
Taming of the Shrew,ladies,eyes,1
Taming of the Shrew,lampass,infected,1
Taming of the Shrew,land,amounts,1
Taming of the Shrew,larums,neighing,1
Taming of the Shrew,latin,books,1
Taming of the Shrew,law,makes,1
Taming of the Shrew,lay,fretting,1
Taming of the Shrew,lay,hands,1
Taming of the Shrew,lay,hold,1
Taming of the Shrew,lead,apes,1
Taming of the Shrew,leases,whatsoever,1
Taming of the Shrew,leave,frivolous,1
Taming of the Shrew,leda's,daughter,1
Taming of the Shrew,left,legs,1
Taming of the Shrew,left,solely,1
Taming of the Shrew,legg'd,stool,1
Taming of the Shrew,licio,born,1
Taming of the Shrew,liest,is't,1
Taming of the Shrew,liest,warm,1
Taming of the Shrew,life,hortensio,1
Taming of the Shrew,life,petruchio,1
Taming of the Shrew,life,sir,1
Taming of the Shrew,likes,gremio,1
Taming of the Shrew,likes,hortensio,1
Taming of the Shrew,linen,stock,1
Taming of the Shrew,linen,turkey,1
Taming of the Shrew,lions,roar,1
Taming of the Shrew,lodging,fit,1
Taming of the Shrew,logger,headed,1
Taming of the Shrew,lord,deliver,1
Taming of the Shrew,losses,twenty,1
Taming of the Shrew,loud,larums,1
Taming of the Shrew,love,bianca,1
Taming of the Shrew,love,concerneth,1
Taming of the Shrew,love,fair,1
Taming of the Shrew,love,hic,1
Taming of the Shrew,love,katherina,1
Taming of the Shrew,love,lucentio,1
Taming of the Shrew,love,petruchio,1
Taming of the Shrew,love,stay,1
Taming of the Shrew,love,unconstant,1
Taming of the Shrew,love,wrought,1
Taming of the Shrew,lovely,bedfellow,1
Taming of the Shrew,lovely,bride,1
Taming of the Shrew,lovely,kiss,1
Taming of the Shrew,lovely,maid,1
Taming of the Shrew,lover's,blessed,1
Taming of the Shrew,loving,father,1
Taming of the Shrew,loving,lord,1
Taming of the Shrew,loving,widow,1
Taming of the Shrew,lucentio,gentle,1
Taming of the Shrew,lucentio,hic,1
Taming of the Shrew,lucentio,loves,1
Taming of the Shrew,lucentio,slipp'd,1
Taming of the Shrew,lucentio's,father,1
Taming of the Shrew,lucentio's,house,1
Taming of the Shrew,lucentio's,wife,1
Taming of the Shrew,luke's,church,1
Taming of the Shrew,lusty,wench,1
Taming of the Shrew,lusty,widow,1
Taming of the Shrew,mad,ass,1
Taming of the Shrew,mad,attire,1
Taming of the Shrew,mad,brain,1
Taming of the Shrew,mad,brain'd,1
Taming of the Shrew,mad,cap,1
Taming of the Shrew,mad,knave,1
Taming of the Shrew,mad,marriage,1
Taming of the Shrew,mad,masters,1
Taming of the Shrew,mad,matches,1
Taming of the Shrew,mad,mistaking,1
Taming of the Shrew,mad,petruchio's,1
Taming of the Shrew,madam,lady,1
Taming of the Shrew,madly,mated,1
Taming of the Shrew,maid's,mild,1
Taming of the Shrew,maintenance,commits,1
Taming of the Shrew,malt,horse,1
Taming of the Shrew,manners,discreetly,1
Taming of the Shrew,mantua,sir,1
Taming of the Shrew,marry,god,1
Taming of the Shrew,marry,peace,1
Taming of the Shrew,marry,sweet,1
Taming of the Shrew,marseilles,road,1
Taming of the Shrew,marvel,cambio,1
Taming of the Shrew,marvellous,forward,1
Taming of the Shrew,masquing,stuff,1
Taming of the Shrew,master,cut,1
Taming of the Shrew,master,lay,1
Taming of the Shrew,master,lucentio,1
Taming of the Shrew,master,mum,1
Taming of the Shrew,master,news,1
Taming of the Shrew,master,read,1
Taming of the Shrew,master,riding,1
Taming of the Shrew,master,tranio,1
Taming of the Shrew,master,vincentio,1
Taming of the Shrew,master,wink,1
Taming of the Shrew,master's,father,1
Taming of the Shrew,master's,horse,1
Taming of the Shrew,master's,sake,1
Taming of the Shrew,match,clapp'd,1
Taming of the Shrew,mates,maid,1
Taming of the Shrew,matter,sir,1
Taming of the Shrew,matter,surely,1
Taming of the Shrew,mayst,hear,1
Taming of the Shrew,mayst,slide,1
Taming of the Shrew,meacock,wretch,1
Taming of the Shrew,meanest,habit,1
Taming of the Shrew,means,light,1
Taming of the Shrew,meat,giddy,1
Taming of the Shrew,mended,kiss,1
Taming of the Shrew,mercy,god,1
Taming of the Shrew,mercy,grumio,1
Taming of the Shrew,merry,kate,1
Taming of the Shrew,merry,mistress,1
Taming of the Shrew,merry,withal,1
Taming of the Shrew,met,signior,1
Taming of the Shrew,mete,yard,1
Taming of the Shrew,mi,bianca,1
Taming of the Shrew,mi,perdonato,1
Taming of the Shrew,milch,kine,1
Taming of the Shrew,milder,mould,1
Taming of the Shrew,mildness,entertain'st,1
Taming of the Shrew,mildness,prais'd,1
Taming of the Shrew,mind,presumes,1
Taming of the Shrew,minerva,speak,1
Taming of the Shrew,minstrels,play,1
Taming of the Shrew,mio,petruchio,1
Taming of the Shrew,miracles,bianca's,1
Taming of the Shrew,mistaking,eyes,1
Taming of the Shrew,mistress,bride,1
Taming of the Shrew,mistress,fallen,1
Taming of the Shrew,mistress,health,1
Taming of the Shrew,mistress,kate,1
Taming of the Shrew,mistress,profit,1
Taming of the Shrew,mistress,sends,1
Taming of the Shrew,modest,girl,1
Taming of the Shrew,molto,honorato,1
Taming of the Shrew,monstrous,arrogance,1
Taming of the Shrew,monstrous,villain,1
Taming of the Shrew,moral,discipline,1
Taming of the Shrew,morning,roses,1
Taming of the Shrew,morning,wears,1
Taming of the Shrew,morrow,gentle,1
Taming of the Shrew,morrow,kate,1
Taming of the Shrew,mortal,ears,1
Taming of the Shrew,mother,wit,1
Taming of the Shrew,mother,witless,1
Taming of the Shrew,mother's,son,1
Taming of the Shrew,mothy,saddle,1
Taming of the Shrew,motion,fellows,1
Taming of the Shrew,muddy,ill,1
Taming of the Shrew,mum,god,1
Taming of the Shrew,music,instruments,1
Taming of the Shrew,musician,amorous,1
Taming of the Shrew,musician,groweth,1
Taming of the Shrew,mustard,rest,1
Taming of the Shrew,napping,gentle,1
Taming of the Shrew,narrow,prying,1
Taming of the Shrew,nathaniel,gregory,1
Taming of the Shrew,nathaniel,joseph,1
Taming of the Shrew,nathaniel's,coat,1
Taming of the Shrew,ne'er,wrong,1
Taming of the Shrew,neat's,foot,1
Taming of the Shrew,needle,meddle,1
Taming of the Shrew,neighbour,baptista,1
Taming of the Shrew,neighbour,gremio,1
Taming of the Shrew,neighing,steeds,1
Taming of the Shrew,newly,wash'd,1
Taming of the Shrew,news,indifferent,1
Taming of the Shrew,nostra,casa,1
Taming of the Shrew,note,lies,1
Taming of the Shrew,notes,agree,1
Taming of the Shrew,notorious,villain,1
Taming of the Shrew,nought,remains,1
Taming of the Shrew,odd,humour,1
Taming of the Shrew,odd,inventions,1
Taming of the Shrew,offer,war,1
Taming of the Shrew,officer,ha,1
Taming of the Shrew,other's,silence,1
Taming of the Shrew,oxen,standing,1
Taming of the Shrew,pack,thread,1
Taming of the Shrew,padua,careless,1
Taming of the Shrew,padua,grumio,1
Taming of the Shrew,padua,nursery,1
Taming of the Shrew,painful,labour,1
Taming of the Shrew,painted,skin,1
Taming of the Shrew,pale,bianca,1
Taming of the Shrew,paltry,cap,1
Taming of the Shrew,pardon,dear,1
Taming of the Shrew,pardon,sweet,1
Taming of the Shrew,parlour,fire,1
Taming of the Shrew,part's,agreement,1
Taming of the Shrew,pass,assurance,1
Taming of the Shrew,passing,courteous,1
Taming of the Shrew,passing,empty,1
Taming of the Shrew,passing,gentle,1
Taming of the Shrew,passing,wise,1
Taming of the Shrew,passion,silence,1
Taming of the Shrew,past,compare,1
Taming of the Shrew,past,cure,1
Taming of the Shrew,patient,gentlemen,1
Taming of the Shrew,patient,sweet,1
Taming of the Shrew,patient,tomorrow,1
Taming of the Shrew,patron,stand,1
Taming of the Shrew,pause,serve,1
Taming of the Shrew,peace,grumio,1
Taming of the Shrew,peace,sirrah,1
Taming of the Shrew,peace,tranio,1
Taming of the Shrew,peasant,swain,1
Taming of the Shrew,pedant,sir,1
Taming of the Shrew,peevish,sullen,1
Taming of the Shrew,perdonato,gentle,1
Taming of the Shrew,perfect,love,1
Taming of the Shrew,perils,overblown,1
Taming of the Shrew,perish,tranio,1
Taming of the Shrew,peter,didst,1
Taming of the Shrew,peter's,hat,1
Taming of the Shrew,petitioners,speak,1
Taming of the Shrew,petruchio,fie,1
Taming of the Shrew,petruchio,means,1
Taming of the Shrew,petruchio,patience,1
Taming of the Shrew,petruchio,sister,1
Taming of the Shrew,petruchio,speak,1
Taming of the Shrew,petruchio,stand,1
Taming of the Shrew,petruchio,tranio,1
Taming of the Shrew,petruchio's,coming,1
Taming of the Shrew,philip,walter,1
Taming of the Shrew,pieces,ergo,1
Taming of the Shrew,piercing,eloquence,1
Taming of the Shrew,pisa,left,1
Taming of the Shrew,pisa,sigeia,1
Taming of the Shrew,pisa,sir,1
Taming of the Shrew,pisa's,walls,1
Taming of the Shrew,pitched,battle,1
Taming of the Shrew,plain,kate,1
Taming of the Shrew,plain,sirrah,1
Taming of the Shrew,plain,terms,1
Taming of the Shrew,planteth,anger,1
Taming of the Shrew,plead,hortensio's,1
Taming of the Shrew,pleasant,gamesome,1
Taming of the Shrew,pleasant,garden,1
Taming of the Shrew,pleasant,pithy,1
Taming of the Shrew,pleasant,servant,1
Taming of the Shrew,pleasant,travellers,1
Taming of the Shrew,pleasure,humbly,1
Taming of the Shrew,pleasure,ta'en,1
Taming of the Shrew,politicly,begun,1
Taming of the Shrew,poor,accoutrements,1
Taming of the Shrew,poor,furniture,1
Taming of the Shrew,poor,girl,1
Taming of the Shrew,poor,katherine,1
Taming of the Shrew,poor,petitioners,1
Taming of the Shrew,poor,soul,1
Taming of the Shrew,poorest,service,1
Taming of the Shrew,port,celsa,1
Taming of the Shrew,possession,twenty,1
Taming of the Shrew,practise,rhetoric,1
Taming of the Shrew,prating,whilst,1
Taming of the Shrew,pray,accept,1
Taming of the Shrew,pray,awake,1
Taming of the Shrew,pray,god,1
Taming of the Shrew,pray,sir,1
Taming of the Shrew,preposterous,ass,1
Taming of the Shrew,prettiest,kate,1
Taming of the Shrew,pretty,peat,1
Taming of the Shrew,priami,regia,1
Taming of the Shrew,prick'd,in't,1
Taming of the Shrew,priest,clerk,1
Taming of the Shrew,princely,gait,1
Taming of the Shrew,prithee,kate,1
Taming of the Shrew,prithee,sister,1
Taming of the Shrew,private,quarrel,1
Taming of the Shrew,privilegio,ad,1
Taming of the Shrew,proceeders,marry,1
Taming of the Shrew,profit,grows,1
Taming of the Shrew,promise,gremio,1
Taming of the Shrew,proper,stripling,1
Taming of the Shrew,protesting,oath,1
Taming of the Shrew,proud,disdainful,1
Taming of the Shrew,proud,minded,1
Taming of the Shrew,prove,mistress,1
Taming of the Shrew,prove,sir,1
Taming of the Shrew,prying,father,1
Taming of the Shrew,pupils,presently,1
Taming of the Shrew,quaff,carouses,1
Taming of the Shrew,quaint,musician,1
Taming of the Shrew,quam,queas,1
Taming of the Shrew,quarrel,twixt,1
Taming of the Shrew,quarter,nail,1
Taming of the Shrew,quarters,half,1
Taming of the Shrew,queas,minimo,1
Taming of the Shrew,quick,proceeders,1
Taming of the Shrew,quick,witted,1
Taming of the Shrew,quiet,catch,1
Taming of the Shrew,quiet,life,1
Taming of the Shrew,quietly,enjoy,1
Taming of the Shrew,raging,fires,1
Taming of the Shrew,raging,war,1
Taming of the Shrew,rascal,cook,1
Taming of the Shrew,rascal,fiddler,1
Taming of the Shrew,rascal,knaves,1
Taming of the Shrew,rascal,knock,1
Taming of the Shrew,read,philosophy,1
Taming of the Shrew,ready,straight,1
Taming of the Shrew,reason,haply,1
Taming of the Shrew,redime,te,1
Taming of the Shrew,regia,bearing,1
Taming of the Shrew,regia,celsa,1
Taming of the Shrew,regia,presume,1
Taming of the Shrew,resolve,unknown,1
Taming of the Shrew,reverend,age,1
Taming of the Shrew,reverend,care,1
Taming of the Shrew,reverend,father,1
Taming of the Shrew,rich,pisa's,1
Taming of the Shrew,richly,furnished,1
Taming of the Shrew,rise,grumio,1
Taming of the Shrew,roasted,flesh,1
Taming of the Shrew,rogue,sirrah,1
Taming of the Shrew,roman,lucrece,1
Taming of the Shrew,rope,tricks,1
Taming of the Shrew,roses,newly,1
Taming of the Shrew,rotten,apples,1
Taming of the Shrew,roundly,replied,1
Taming of the Shrew,ruffling,treasure,1
Taming of the Shrew,rule,supremacy,1
Taming of the Shrew,runs,fastest,1
Taming of the Shrew,rush,candle,1
Taming of the Shrew,rushes,strewed,1
Taming of the Shrew,rusty,sword,1
Taming of the Shrew,sad,fearing,1
Taming of the Shrew,sadness,son,1
Taming of the Shrew,safe,talking,1
Taming of the Shrew,saint,anne,1
Taming of the Shrew,saint,george,1
Taming of the Shrew,saint,jamy,1
Taming of the Shrew,sake,lucentio,1
Taming of the Shrew,satiety,seeks,1
Taming of the Shrew,satisfied,withal,1
Taming of the Shrew,say'st,true,1
Taming of the Shrew,scarlet,cloak,1
Taming of the Shrew,scholar,sir,1
Taming of the Shrew,score,fat,1
Taming of the Shrew,score,knaves,1
Taming of the Shrew,scornful,glances,1
Taming of the Shrew,scrivener,presently,1
Taming of the Shrew,sea,puff'd,1
Taming of the Shrew,seemeth,green,1
Taming of the Shrew,send,em,1
Taming of the Shrew,senis,despair,1
Taming of the Shrew,senseless,villain,1
Taming of the Shrew,servant,grumio,1
Taming of the Shrew,servant,spend,1
Taming of the Shrew,serve,love,1
Taming of the Shrew,set,foot,1
Taming of the Shrew,shake,fair,1
Taming of the Shrew,shallow,plash,1
Taming of the Shrew,shame,lay,1
Taming of the Shrew,sheep's,leather,1
Taming of the Shrew,shoulder,shotten,1
Taming of the Shrew,shrewd,ill,1
Taming of the Shrew,sight,bianca,1
Taming of the Shrew,sign,whereof,1
Taming of the Shrew,signior,baptista's,1
Taming of the Shrew,signior,tranio,1
Taming of the Shrew,signior,vincentio,1
Taming of the Shrew,signor,mio,1
Taming of the Shrew,silence,flouts,1
Taming of the Shrew,silken,coats,1
Taming of the Shrew,silken,doublet,1
Taming of the Shrew,silken,pie,1
Taming of the Shrew,silly,pass,1
Taming of the Shrew,simois,hic,1
Taming of the Shrew,simple,instrument,1
Taming of the Shrew,sir,accept,1
Taming of the Shrew,sir,biondello,1
Taming of the Shrew,sir,call'd,1
Taming of the Shrew,sir,error,1
Taming of the Shrew,sir,god,1
Taming of the Shrew,sir,list,1
Taming of the Shrew,sir,marry,1
Taming of the Shrew,sir,master,1
Taming of the Shrew,sir,methinks,1
Taming of the Shrew,sir,ne'er,1
Taming of the Shrew,sir,pardon,1
Taming of the Shrew,sir,sir,1
Taming of the Shrew,sir,sith,1
Taming of the Shrew,sir,son,1
Taming of the Shrew,sir,study,1
Taming of the Shrew,sir,understand,1
Taming of the Shrew,sir,vincentio,1
Taming of the Shrew,sirrah,lead,1
Taming of the Shrew,sirrah,villain,1
Taming of the Shrew,sister,content,1
Taming of the Shrew,sister,kate,1
Taming of the Shrew,sister,katherina,1
Taming of the Shrew,sister,katherine,1
Taming of the Shrew,sister,wrong,1
Taming of the Shrew,sister's,chamber,1
Taming of the Shrew,sit,conferring,1
Taming of the Shrew,skin,contents,1
Taming of the Shrew,skipper,stand,1
Taming of the Shrew,sland'rous,world,1
Taming of the Shrew,sleep,hortensio,1
Taming of the Shrew,sleeves,curiously,1
Taming of the Shrew,slender,pittance,1
Taming of the Shrew,slender,warning,1
Taming of the Shrew,slow,wing'd,1
Taming of the Shrew,sober,ancient,1
Taming of the Shrew,sober,robes,1
Taming of the Shrew,socrates,xanthippe,1
Taming of the Shrew,soft,company,1
Taming of the Shrew,soft,conditions,1
Taming of the Shrew,soft,son,1
Taming of the Shrew,sol,fa,1
Taming of the Shrew,solely,heir,1
Taming of the Shrew,solemn,festival,1
Taming of the Shrew,son,brought,1
Taming of the Shrew,son,quoth,1
Taming of the Shrew,sooner,prove,1
Taming of the Shrew,soundly,sir,1
Taming of the Shrew,spangle,heaven,1
Taming of the Shrew,spaniel,troilus,1
Taming of the Shrew,spavins,rayed,1
Taming of the Shrew,speed,amiss,1
Taming of the Shrew,spite,appears,1
Taming of the Shrew,spoken,withal,1
Taming of the Shrew,spring,time,1
Taming of the Shrew,spruce,companions,1
Taming of the Shrew,staggers,begnawn,1
Taming of the Shrew,stands,touch,1
Taming of the Shrew,stark,mad,1
Taming of the Shrew,stark,spoiled,1
Taming of the Shrew,stay,awhile,1
Taming of the Shrew,stay,entreat,1
Taming of the Shrew,stay,officer,1
Taming of the Shrew,stomach,serves,1
Taming of the Shrew,stomach,to't,1
Taming of the Shrew,stood,amazed,1
Taming of the Shrew,storm,quaff'd,1
Taming of the Shrew,strange,encounter,1
Taming of the Shrew,strewed,cobwebs,1
Taming of the Shrew,strive,mightily,1
Taming of the Shrew,subject,owes,1
Taming of the Shrew,successful,words,1
Taming of the Shrew,sudden,sight,1
Taming of the Shrew,sufficient,dower,1
Taming of the Shrew,sufficient,honest,1
Taming of the Shrew,sullen,sour,1
Taming of the Shrew,sun,breaks,1
Taming of the Shrew,super,dainty,1
Taming of the Shrew,supper,ready,1
Taming of the Shrew,suppos'd,lucentio,1
Taming of the Shrew,suppos'd,vincentio,1
Taming of the Shrew,supposes,blear'd,1
Taming of the Shrew,surly,groom,1
Taming of the Shrew,swearing,jack,1
Taming of the Shrew,sweet,beauty,1
Taming of the Shrew,sweet,dear,1
Taming of the Shrew,sweet,friend,1
Taming of the Shrew,sweet,katherine,1
Taming of the Shrew,sweet,masters,1
Taming of the Shrew,sweet,philosophy,1
Taming of the Shrew,sweet,wench,1
Taming of the Shrew,sweetest,son,1
Taming of the Shrew,swelling,adriatic,1
Taming of the Shrew,swift,simile,1
Taming of the Shrew,swiftly,sir,1
Taming of the Shrew,sword,ta'en,1
Taming of the Shrew,table,tut,1
Taming of the Shrew,tailor,call'st,1
Taming of the Shrew,tailor,paid,1
Taming of the Shrew,tailor,stays,1
Taming of the Shrew,tailor,tailor,1
Taming of the Shrew,tale,petruchio,1
Taming of the Shrew,talk'd,amiss,1
Taming of the Shrew,tall,fellow,1
Taming of the Shrew,tarry,petruchio,1
Taming of the Shrew,taught,hortensio,1
Taming of the Shrew,te,captum,1
Taming of the Shrew,teacheth,tricks,1
Taming of the Shrew,tellus,disguised,1
Taming of the Shrew,ten,times,1
Taming of the Shrew,tender,fatherly,1
Taming of the Shrew,thick,bereft,1
Taming of the Shrew,thither,walk,1
Taming of the Shrew,thousand,wooers,1
Taming of the Shrew,threatening,unkind,1
Taming of the Shrew,tight,galleys,1
Taming of the Shrew,time,flowers,1
Taming of the Shrew,time,heard,1
Taming of the Shrew,times,pieced,1
Taming of the Shrew,tired,jades,1
Taming of the Shrew,tranio,hits,1
Taming of the Shrew,tranio,regia,1
Taming of the Shrew,tranio,stol'n,1
Taming of the Shrew,treble,jars,1
Taming of the Shrew,trenchers,cups,1
Taming of the Shrew,tricks,eleven,1
Taming of the Shrew,trimmed,rushes,1
Taming of the Shrew,tripe,finely,1
Taming of the Shrew,troilus,sirrah,1
Taming of the Shrew,true,obedience,1
Taming of the Shrew,true,rules,1
Taming of the Shrew,trumpets,clang,1
Taming of the Shrew,trunk,sleeve,1
Taming of the Shrew,trusty,pleasant,1
Taming of the Shrew,trusty,servant,1
Taming of the Shrew,truth,hereof,1
Taming of the Shrew,turkey,cushions,1
Taming of the Shrew,tush,fear,1
Taming of the Shrew,tush,gremio,1
Taming of the Shrew,tush,tush,1
Taming of the Shrew,tut,fear,1
Taming of the Shrew,tutors,bid,1
Taming of the Shrew,tutto,il,1
Taming of the Shrew,twangling,jack,1
Taming of the Shrew,twelve,tight,1
Taming of the Shrew,twenty,times,1
Taming of the Shrew,twere,deadly,1
Taming of the Shrew,twill,bring,1
Taming of the Shrew,tyrian,tapestry,1
Taming of the Shrew,unable,worms,1
Taming of the Shrew,unconstant,womankind,1
Taming of the Shrew,undeserved,fault,1
Taming of the Shrew,unfeigned,oath,1
Taming of the Shrew,unhappy,words,1
Taming of the Shrew,unkind,brow,1
Taming of the Shrew,unkindly,pray,1
Taming of the Shrew,unmanner'd,slaves,1
Taming of the Shrew,unpolish'd,grooms,1
Taming of the Shrew,unreverent,robes,1
Taming of the Shrew,unsuspected,court,1
Taming of the Shrew,unusual,prodigy,1
Taming of the Shrew,usual,pain,1
Taming of the Shrew,uttereth,piercing,1
Taming of the Shrew,velvet,dish,1
Taming of the Shrew,velvet,hose,1
Taming of the Shrew,venice,gold,1
Taming of the Shrew,venice,sunday,1
Taming of the Shrew,venture,madly,1
Taming of the Shrew,venuto,molto,1
Taming of the Shrew,veriest,shrew,1
Taming of the Shrew,verona,sir,1
Taming of the Shrew,vicar,meant,1
Taming of the Shrew,vile,terms,1
Taming of the Shrew,villain,didst,1
Taming of the Shrew,villain,tranio,1
Taming of the Shrew,villain's,nose,1
Taming of the Shrew,villains,bring,1
Taming of the Shrew,virgin,fair,1
Taming of the Shrew,virtue,specially,1
Taming of the Shrew,virtues,spoke,1
Taming of the Shrew,virtuous,deeds,1
Taming of the Shrew,virtuous,wife,1
Taming of the Shrew,walnut,shell,1
Taming of the Shrew,walter,sugarsop,1
Taming of the Shrew,walter's,dagger,1
Taming of the Shrew,wand'ring,eyes,1
Taming of the Shrew,waning,age,1
Taming of the Shrew,warrant,ye,1
Taming of the Shrew,watch,bianca's,1
Taming of the Shrew,watch,withal,1
Taming of the Shrew,weakness,past,1
Taming of the Shrew,wealthy,widow,1
Taming of the Shrew,wear,pearl,1
Taming of the Shrew,wedding,cheer,1
Taming of the Shrew,wedding,garment,1
Taming of the Shrew,wench,married,1
Taming of the Shrew,wherefore,gaze,1
Taming of the Shrew,whirlwinds,shake,1
Taming of the Shrew,white,stockings,1
Taming of the Shrew,wholesome,food,1
Taming of the Shrew,whoreson,beetle,1
Taming of the Shrew,whoreson,malt,1
Taming of the Shrew,whoreson,villain,1
Taming of the Shrew,wife,coming,1
Taming of the Shrew,wife,send,1
Taming of the Shrew,wild,cat,1
Taming of the Shrew,wild,kate,1
Taming of the Shrew,windgalls,sped,1
Taming of the Shrew,wing'd,turtle,1
Taming of the Shrew,winner,god,1
Taming of the Shrew,winter,cricket,1
Taming of the Shrew,winter,tames,1
Taming of the Shrew,wished,haven,1
Taming of the Shrew,wither'd,hide,1
Taming of the Shrew,witted,body,1
Taming of the Shrew,witted,folks,1
Taming of the Shrew,witty,mother,1
Taming of the Shrew,woman,mov'd,1
Taming of the Shrew,woman,oweth,1
Taming of the Shrew,woman's,crupper,1
Taming of the Shrew,woman's,tongue,1
Taming of the Shrew,womanly,persuasion,1
Taming of the Shrew,wonderful,froward,1
Taming of the Shrew,wondrous,monument,1
Taming of the Shrew,wondrous,qualities,1
Taming of the Shrew,woo,curst,1
Taming of the Shrew,wooing,dance,1
Taming of the Shrew,wooing,neighbour,1
Taming of the Shrew,wooing,priami,1
Taming of the Shrew,wooing,whatsoe'er,1
Taming of the Shrew,words,plain,1
Taming of the Shrew,words,suffice,1
Taming of the Shrew,world,caparisoned,1
Taming of the Shrew,world,curtis,1
